length	gc
ENSG00000068885	222386	0.368
ENSG00000068903	21308	0.535
ENSG00000068912	31889	0.382
ENSG00000068971	9808	0.564
ENSG00000068976	14327	0.571
ENSG00000069011	6541	0.583
ENSG00000069020	573248	0.392
ENSG00000069188	309705	0.523
ENSG00000069248	67045	0.402
ENSG00000069275	37426	0.396
ENSG00000069329	29556	0.382
ENSG00000069345	18352	0.426
ENSG00000069399	11324	0.581
ENSG00000069424	108896	0.559
ENSG00000069431	144013	0.36
ENSG00000069493	29848	0.372
ENSG00000069509	19337	0.411
ENSG00000069535	115865	0.393
ENSG00000069667	741020	0.416
ENSG00000069702	225660	0.423
ENSG00000069712	17672	0.345
ENSG00000069849	49913	0.403
ENSG00000069869	166714	0.385
ENSG00000069943	36714	0.4
ENSG00000069956	47052	0.421
ENSG00000069966	70443	0.452
ENSG00000069974	86850	0.401
ENSG00000069998	27768	0.501
ENSG00000070010	29275	0.47
ENSG00000070018	150851	0.385
ENSG00000070047	35740	0.563
ENSG00000070061	66809	0.4
ENSG00000070081	89635	0.4
ENSG00000070087	6051	0.424
ENSG00000070159	122620	0.453
ENSG00000070193	83688	0.354
ENSG00000070214	193854	0.388
ENSG00000070269	69895	0.369
ENSG00000070366	243937	0.458
ENSG00000070367	66424	0.359
ENSG00000070371	112253	0.464
ENSG00000070404	7004	0.649
ENSG00000070413	86173	0.486
ENSG00000070423	15708	0.635
ENSG00000070444	16905	0.616
ENSG00000070476	38319	0.487
ENSG00000070495	13968	0.488
ENSG00000070501	33359	0.404
ENSG00000070540	36232	0.466
ENSG00000070610	13121	0.516
ENSG00000070614	60434	0.52
ENSG00000070669	20426	0.384
ENSG00000070718	18238	0.414
ENSG00000070731	20685	0.537
ENSG00000070756	19172	0.41
ENSG00000070759	147286	0.422
ENSG00000070761	15800	0.448
ENSG00000070770	39971	0.412
ENSG00000070778	89002	0.413
ENSG00000070785	136201	0.425
ENSG00000070808	70350	0.521
ENSG00000070814	42670	0.524
ENSG00000070831	40317	0.418
ENSG00000070882	183597	0.406
ENSG00000070950	86280	0.382
ENSG00000070961	68019	0.36
ENSG00000071051	149211	0.445
ENSG00000071054	196988	0.409
ENSG00000071082	17465	0.42
ENSG00000071127	42611	0.55
ENSG00000071189	149747	0.351
ENSG00000071205	340475	0.409
ENSG00000071242	452918	0.466
ENSG00000071243	24895	0.357
ENSG00000071246	21129	0.551
ENSG00000071282	66319	0.44
ENSG00000071462	21594	0.538
ENSG00000071537	62315	0.385
ENSG00000071539	25196	0.504
ENSG00000071553	7885	0.568
ENSG00000071564	43040	0.594
ENSG00000071575	25861	0.477
ENSG00000071626	28099	0.587
ENSG00000071655	16034	0.579
ENSG00000071794	56438	0.36
ENSG00000071859	6530	0.605
ENSG00000071889	11240	0.551
ENSG00000071894	16288	0.601
ENSG00000071909	477020	0.402
ENSG00000071967	35887	0.413
ENSG00000071994	9121	0.417
ENSG00000072041	53342	0.342
ENSG00000072042	18992	0.426
ENSG00000072062	26053	0.531
ENSG00000072071	58449	0.564
ENSG00000072110	105244	0.508
ENSG00000072121	70070	0.434
ENSG00000072133	129590	0.352
ENSG00000072134	99339	0.483
ENSG00000072135	19403	0.476
ENSG00000072163	43365	0.563
ENSG00000072195	58655	0.575
ENSG00000072201	192246	0.416
ENSG00000072210	28845	0.437
ENSG00000072274	32878	0.431
ENSG00000072310	25663	0.58
ENSG00000072364	88284	0.404
ENSG00000072401	35775	0.361
ENSG00000072415	94767	0.376
ENSG00000072422	132001	0.389
ENSG00000072444	NA	NA
ENSG00000072501	48549	0.455
ENSG00000072506	3118	0.52
ENSG00000072518	72093	0.496
ENSG00000072571	31437	0.368
ENSG00000072609	47267	0.502
ENSG00000072657	392894	0.356
ENSG00000072682	35253	0.484
ENSG00000072736	144509	0.415
ENSG00000072756	23929	0.389
ENSG00000072778	8143	0.585
ENSG00000072786	146273	0.49
ENSG00000072803	145322	0.397
ENSG00000072818	14946	0.546
ENSG00000072832	72295	0.495
ENSG00000072840	117849	0.478
ENSG00000072849	11882	0.412
ENSG00000072864	83085	0.485
ENSG00000072952	120898	0.457
ENSG00000072954	27879	0.498
ENSG00000072958	37492	0.53
ENSG00000073008	22331	0.501
ENSG00000073009	22803	0.568
ENSG00000073050	32267	0.506
ENSG00000073060	102834	0.515
ENSG00000073111	24079	0.506
ENSG00000073146	71682	0.476
ENSG00000073150	9565	0.642
ENSG00000073169	16638	0.558
ENSG00000073331	145266	0.403
ENSG00000073417	158633	0.418
ENSG00000073464	80715	0.452
ENSG00000073536	10955	0.52
ENSG00000073578	38459	0.461
ENSG00000073584	20128	0.365
ENSG00000073605	14056	0.484
ENSG00000073614	109398	0.395
ENSG00000073670	22647	0.591
ENSG00000073711	182238	0.391
ENSG00000073712	93827	0.39
ENSG00000073756	8616	0.349
ENSG00000073792	181301	0.425
ENSG00000073803	206154	0.401
ENSG00000073849	148027	0.444
ENSG00000073905	134539	0.482
ENSG00000073910	265340	0.389
ENSG00000073921	112710	0.373
ENSG00000073969	NA	NA
ENSG00000074047	257031	0.524
ENSG00000074054	311701	0.41
ENSG00000074071	1245	0.652
ENSG00000074181	41349	0.55
ENSG00000074201	21656	0.419
ENSG00000074211	243023	0.515
ENSG00000074219	21862	0.536
ENSG00000074266	33980	0.371
ENSG00000074319	46646	0.396
ENSG00000074356	39501	0.44
ENSG00000074370	40596	0.569
ENSG00000074410	58346	0.484
ENSG00000074416	134189	0.493
ENSG00000074527	133348	0.401
ENSG00000074582	3788	0.527
ENSG00000074590	76687	0.46
ENSG00000074603	72038	0.412
ENSG00000074621	49553	0.448
ENSG00000074657	123649	0.433
ENSG00000074660	11932	0.581
ENSG00000074695	31453	0.369
ENSG00000074696	47867	0.425
ENSG00000074706	356136	0.412
ENSG00000074755	138515	0.445
ENSG00000074800	18093	0.5
ENSG00000074842	12859	0.546
ENSG00000074855	11607	0.627
ENSG00000074935	16892	0.347
ENSG00000074964	177544	0.541
ENSG00000075089	41765	0.404
ENSG00000075131	20047	0.432
ENSG00000075142	21877	0.395
ENSG00000075151	370597	0.394
ENSG00000075188	45897	0.365
ENSG00000075213	236559	0.345
ENSG00000075218	34070	0.501
ENSG00000075223	179822	0.358
ENSG00000075234	26045	0.542
ENSG00000075239	26634	0.424
ENSG00000075240	53041	0.585
ENSG00000075292	158469	0.382
ENSG00000075303	41879	0.356
ENSG00000075336	10459	0.424
ENSG00000075391	385785	0.37
ENSG00000075399	13854	0.595
ENSG00000075407	29015	0.393
ENSG00000075413	118466	0.422
ENSG00000075415	8376	0.419
ENSG00000075420	361075	0.397
ENSG00000075426	23777	0.52
ENSG00000075539	282937	0.369
ENSG00000075568	239554	0.393
ENSG00000075618	13852	0.596
ENSG00000075624	3454	0.615
ENSG00000075643	81206	0.427
ENSG00000075651	210310	0.388
ENSG00000075702	50230	0.515
ENSG00000075711	256713	0.366
ENSG00000075785	88663	0.441
ENSG00000075790	43341	0.369
ENSG00000075826	43234	0.465
ENSG00000075856	39175	0.426
ENSG00000075914	37409	0.457
ENSG00000075945	153410	0.343
ENSG00000075975	26698	0.452
ENSG00000076003	36852	0.403
ENSG00000076043	10893	0.396
ENSG00000076053	8252	0.365
ENSG00000076067	74372	0.44
ENSG00000076108	40784	0.486
ENSG00000076201	32441	0.515
ENSG00000076242	72540	0.42
ENSG00000076248	13400	0.473
ENSG00000076258	27738	0.402
ENSG00000076321	71761	0.383
ENSG00000076344	7605	0.643
ENSG00000076351	11570	0.523
ENSG00000076356	222078	0.48
ENSG00000076382	21474	0.462
ENSG00000076513	40245	0.44
ENSG00000076555	151631	0.468
ENSG00000076604	6954	0.596
ENSG00000076641	144258	0.406
ENSG00000076650	49533	0.457
ENSG00000076662	5894	0.559
ENSG00000076685	105290	0.401
ENSG00000076706	8607	0.579
ENSG00000076716	114142	0.412
ENSG00000076770	120654	0.37
ENSG00000076924	10029	0.608
ENSG00000076928	47030	0.583
ENSG00000076944	10774	0.609
ENSG00000076984	10599	0.631
ENSG00000077044	117591	0.478
ENSG00000077063	162856	0.387
ENSG00000077092	423600	0.401
ENSG00000077097	67035	0.352
ENSG00000077147	68943	0.368
ENSG00000077150	8420	0.614
ENSG00000077152	10310	0.407
ENSG00000077157	239868	0.394
ENSG00000077232	63983	0.361
ENSG00000077235	89318	0.494
ENSG00000077238	50870	0.498
ENSG00000077254	63891	0.384
ENSG00000077264	276661	0.393
ENSG00000077312	14539	0.507
ENSG00000077348	10981	0.524
ENSG00000077380	62750	0.364
ENSG00000077420	129467	0.415
ENSG00000077454	12143	0.604
ENSG00000077458	20849	0.339
ENSG00000077463	8491	0.579
ENSG00000077514	50531	0.397
ENSG00000077549	146800	0.492
ENSG00000077585	66378	0.454
ENSG00000077616	57962	0.349
ENSG00000077684	65601	0.442
ENSG00000077713	55180	0.453
ENSG00000077721	9881	0.396
ENSG00000077782	57697	0.505
ENSG00000077800	332450	0.486
ENSG00000077809	102993	0.428
ENSG00000077942	98296	0.53
ENSG00000077943	202683	0.4
ENSG00000078018	310064	0.359
ENSG00000078043	110101	0.385
ENSG00000078053	247871	0.391
ENSG00000078061	10822	0.512
ENSG00000078070	100855	0.416
ENSG00000078081	40665	0.438
ENSG00000078098	72846	0.367
ENSG00000078124	162934	0.387
ENSG00000078140	84747	0.42
ENSG00000078142	126248	0.352
ENSG00000078177	101349	0.405
ENSG00000078237	38832	0.405
ENSG00000078246	63942	0.45
ENSG00000078269	117320	0.497
ENSG00000078295	433852	0.409
ENSG00000078304	166194	0.446
ENSG00000078319	NA	NA
ENSG00000078369	105802	0.467
ENSG00000078401	6899	0.429
ENSG00000078403	209459	0.397
ENSG00000078487	27937	0.447
ENSG00000078618	89744	0.393
ENSG00000078668	14177	0.401
ENSG00000078674	107092	0.365
ENSG00000078687	104599	0.429
ENSG00000078699	159910	0.423
ENSG00000078725	202832	0.409
ENSG00000078747	148158	0.405
ENSG00000078804	9090	0.552
ENSG00000078808	15160	0.614
ENSG00000078814	46537	0.538
ENSG00000078902	35295	0.575
ENSG00000078967	29701	0.458
ENSG00000079102	148260	0.381
ENSG00000079134	53540	0.373
ENSG00000079150	14965	0.376
ENSG00000079156	204953	0.394
ENSG00000079215	81980	0.404
ENSG00000079246	96997	0.393
ENSG00000079257	6280	0.373
ENSG00000079263	133403	0.407
ENSG00000079277	59485	0.483
ENSG00000079308	203207	0.524
ENSG00000079313	33208	0.609
ENSG00000079332	20325	0.399
ENSG00000079335	175250	0.384
ENSG00000079337	36371	0.544
ENSG00000079387	63411	0.386
ENSG00000079432	11133	0.618
ENSG00000079435	25913	0.55
ENSG00000079459	43737	0.444
ENSG00000079462	5768	0.538
ENSG00000079482	391114	0.397
ENSG00000079616	14673	0.502
ENSG00000079691	341453	0.395
ENSG00000079739	66970	0.424
ENSG00000079785	39491	0.394
ENSG00000079805	120367	0.529
ENSG00000079819	223975	0.386
ENSG00000079841	516440	0.356
ENSG00000079931	105471	0.371
ENSG00000079950	55675	0.378
ENSG00000079974	16168	0.5
ENSG00000079999	17259	0.539
ENSG00000080007	23005	0.41
ENSG00000080031	28260	0.526
ENSG00000080189	14888	0.541
ENSG00000080200	122947	0.371
ENSG00000080298	301337	0.35
ENSG00000080345	98131	0.38
ENSG00000080371	32493	0.376
ENSG00000080493	384802	0.375
ENSG00000080503	178282	0.406
ENSG00000080546	108069	0.376
ENSG00000080561	105784	0.399
ENSG00000080573	50911	0.523
ENSG00000080603	46604	0.493
ENSG00000080608	39976	0.374
ENSG00000080802	148329	0.372
ENSG00000080815	87257	0.427
ENSG00000080819	14166	0.403
ENSG00000080822	16590	0.396
ENSG00000080823	80704	0.465
ENSG00000080824	59012	0.473
ENSG00000080839	98233	0.432
ENSG00000080845	262738	0.412
ENSG00000080947	25266	0.507
ENSG00000080986	45125	0.364
ENSG00000081014	97229	0.379
ENSG00000081019	50617	0.372
ENSG00000081026	295071	0.371
ENSG00000081052	161849	0.41
ENSG00000081059	33519	0.558
ENSG00000081087	33329	0.39
ENSG00000081154	20240	0.397
ENSG00000081177	52544	0.414
ENSG00000081189	185865	0.36
ENSG00000081307	23655	0.368
ENSG00000081320	42921	0.377
ENSG00000081377	119718	0.419
ENSG00000081386	22192	0.389
ENSG00000081665	35910	0.405
ENSG00000081692	4223	0.617
ENSG00000081721	7372	0.399
ENSG00000081760	77947	0.512
ENSG00000081791	18228	0.482
ENSG00000081803	568336	0.366
ENSG00000081818	3621	0.458
ENSG00000081853	174195	0.452
ENSG00000081870	24055	0.394
ENSG00000081913	265005	0.395
ENSG00000081923	156669	0.43
ENSG00000082014	38173	0.561
ENSG00000082068	373363	0.39
ENSG00000082126	53821	0.414
ENSG00000082146	29183	0.389
ENSG00000082153	12301	0.412
ENSG00000082196	25409	0.396
ENSG00000082212	70731	0.386
ENSG00000082213	22793	0.399
ENSG00000082258	40524	0.371
ENSG00000082269	147771	0.36
ENSG00000082397	238255	0.398
ENSG00000082438	157421	0.361
ENSG00000082458	60635	0.469
ENSG00000082482	231552	0.364
ENSG00000082497	10246	0.455
ENSG00000082512	48330	0.447
ENSG00000082515	28339	0.388
ENSG00000082516	50801	0.413
ENSG00000082641	13222	0.543
ENSG00000082701	272463	0.371
ENSG00000082781	124350	0.468
ENSG00000082805	504696	0.393
ENSG00000082898	60350	0.408
ENSG00000082996	149451	0.364
ENSG00000083067	911855	0.38
ENSG00000083093	38196	0.436
ENSG00000083097	103681	0.36
ENSG00000083099	70612	0.444
ENSG00000083123	239644	0.368
ENSG00000083168	122509	0.389
ENSG00000083223	66755	0.38
ENSG00000083290	97097	0.414
ENSG00000083312	97798	0.372
ENSG00000083444	40876	0.535
ENSG00000083457	86619	0.509
ENSG00000083520	26805	0.363
ENSG00000083535	234362	0.37
ENSG00000083544	177423	0.364
ENSG00000083635	50230	0.387
ENSG00000083642	191595	0.366
ENSG00000083720	140625	0.375
ENSG00000083750	41098	0.409
ENSG00000083799	59886	0.364
ENSG00000083807	32554	0.513
ENSG00000083812	6534	0.593
ENSG00000083814	7877	0.494
ENSG00000083817	7310	0.486
ENSG00000083828	30943	0.456
ENSG00000083838	4803	0.601
ENSG00000083844	31347	0.445
ENSG00000083845	7536	0.495
ENSG00000083857	138914	0.415
ENSG00000083896	NA	NA
ENSG00000083937	28286	0.348
ENSG00000084070	49621	0.417
ENSG00000084072	25070	0.478
ENSG00000084073	36135	0.408
ENSG00000084090	23971	0.43
ENSG00000084092	14311	0.451
ENSG00000084093	58935	0.436
ENSG00000084112	74894	0.485
ENSG00000084207	3059	0.631
ENSG00000084234	74991	0.436
ENSG00000084444	39069	0.425
ENSG00000084463	16990	0.375
ENSG00000084623	10021	0.503
ENSG00000084636	51921	0.56
ENSG00000084652	18542	0.502
ENSG00000084674	42645	0.43
ENSG00000084676	206392	0.367
ENSG00000084693	19000	0.49
ENSG00000084710	117032	0.484
ENSG00000084731	55989	0.481
ENSG00000084733	103595	0.407
ENSG00000084754	54091	0.419
ENSG00000084764	56563	0.459
ENSG00000084774	26397	0.512
ENSG00000085063	33470	0.431
ENSG00000085117	54175	0.533
ENSG00000085185	52895	0.501
ENSG00000085224	281364	0.377
ENSG00000085231	18288	0.419
ENSG00000085274	16652	0.37
ENSG00000085276	580277	0.374
ENSG00000085365	120224	0.376
ENSG00000085377	125558	0.41
ENSG00000085382	131827	0.374
ENSG00000085415	39554	0.431
ENSG00000085433	72013	0.412
ENSG00000085449	69988	0.425
ENSG00000085465	13463	0.457
ENSG00000085491	65637	0.393
ENSG00000085511	125596	0.388
ENSG00000085514	26655	0.475
ENSG00000085563	209461	0.37
ENSG00000085644	7749	0.565
ENSG00000085662	16782	0.499
ENSG00000085719	47071	0.376
ENSG00000085721	34280	0.421
ENSG00000085733	38079	0.527
ENSG00000085760	32629	0.395
ENSG00000085788	31279	0.416
ENSG00000085832	165061	0.381
ENSG00000085871	74978	0.435
ENSG00000085872	24564	0.573
ENSG00000085978	44104	0.444
ENSG00000085982	91264	0.389
ENSG00000085998	31625	0.494
ENSG00000085999	30779	0.465
ENSG00000086015	232512	0.411
ENSG00000086061	13854	0.416
ENSG00000086062	56718	0.47
ENSG00000086065	17191	0.416
ENSG00000086102	80738	0.426
ENSG00000086189	15378	0.406
ENSG00000086200	215844	0.381
ENSG00000086232	36983	0.447
ENSG00000086289	31380	0.403
ENSG00000086475	30861	0.458
ENSG00000086504	3186	0.649
ENSG00000086544	23758	0.513
ENSG00000086570	64853	0.464
ENSG00000086589	10318	0.433
ENSG00000086598	13613	0.425
ENSG00000086619	66918	0.375
ENSG00000086666	78826	0.382
ENSG00000086696	63282	0.424
ENSG00000086712	58088	0.429
ENSG00000086758	154641	0.412
ENSG00000086827	40581	0.391
ENSG00000086848	97263	0.409
ENSG00000086991	265258	0.357
ENSG00000087008	74444	0.519
ENSG00000087053	91328	0.365
ENSG00000087074	3671	0.567
ENSG00000087076	23661	0.515
ENSG00000087077	6127	0.56
ENSG00000087086	1571	0.558
ENSG00000087087	13585	0.532
ENSG00000087088	6939	0.535
ENSG00000087095	153717	0.372
ENSG00000087111	18482	0.473
ENSG00000087116	234580	0.539
ENSG00000087152	6357	0.557
ENSG00000087157	45905	0.52
ENSG00000087191	4618	0.51
ENSG00000087206	101790	0.419
ENSG00000087245	27506	0.49
ENSG00000087253	77670	0.355
ENSG00000087263	25984	0.405
ENSG00000087266	48074	0.592
ENSG00000087269	25455	0.5
ENSG00000087274	86219	0.448
ENSG00000087299	74663	0.407
ENSG00000087301	121994	0.368
ENSG00000087302	15193	0.358
ENSG00000087303	64427	0.432
ENSG00000087338	49910	0.379
ENSG00000087365	16567	0.473
ENSG00000087448	22787	0.427
ENSG00000087460	71456	0.471
ENSG00000087470	66448	0.382
ENSG00000087494	13900	0.407
ENSG00000087502	40565	0.34
ENSG00000087586	22907	0.429
ENSG00000087589	47229	0.454
ENSG00000087842	108788	0.39
ENSG00000087884	97268	0.418
ENSG00000087903	117490	0.485
ENSG00000087995	26209	0.453
ENSG00000088035	70973	0.379
ENSG00000088038	18011	0.579
ENSG00000088179	225268	0.37
ENSG00000088205	17699	0.392
ENSG00000088247	11704	0.586
ENSG00000088256	27047	0.616
ENSG00000088280	56002	0.497
ENSG00000088298	162801	0.461
ENSG00000088305	46972	0.494
ENSG00000088325	62700	0.416
ENSG00000088340	NA	NA
ENSG00000088356	7126	0.5
ENSG00000088367	141296	0.5
ENSG00000088387	292920	0.417
ENSG00000088448	36530	0.4
ENSG00000088451	22204	0.37
ENSG00000088538	708958	0.401
ENSG00000088543	13003	0.56
ENSG00000088682	13851	0.458
ENSG00000088727	54822	0.483
ENSG00000088756	127220	0.392
ENSG00000088766	33959	0.394
ENSG00000088808	113840	0.445
ENSG00000088812	180105	0.403
ENSG00000088826	38969	0.535
ENSG00000088832	24196	0.455
ENSG00000088833	25531	0.451
ENSG00000088836	11825	0.614
ENSG00000088854	158640	0.439
ENSG00000088876	42699	0.429
ENSG00000088881	67231	0.492
ENSG00000088882	6578	0.597
ENSG00000088888	29325	0.525
ENSG00000088899	10920	0.593
ENSG00000088930	86522	0.372
ENSG00000088970	120635	0.412
ENSG00000088986	28639	0.47
ENSG00000089006	27247	0.42
ENSG00000089009	4450	0.427
ENSG00000089022	51197	0.437
ENSG00000089041	53733	0.465
ENSG00000089048	70611	0.38
ENSG00000089050	10700	0.417
ENSG00000089053	45965	0.431
ENSG00000089057	157938	0.449
ENSG00000089060	36355	0.509
ENSG00000089063	44605	0.45
ENSG00000089091	83819	0.417
ENSG00000089094	152021	0.507
ENSG00000089123	372875	0.388
ENSG00000089127	25252	0.432
ENSG00000089154	67500	0.497
ENSG00000089157	4512	0.49
ENSG00000089159	55333	0.53
ENSG00000089163	10922	0.488
ENSG00000089177	301331	0.407
ENSG00000089195	12688	0.428
ENSG00000089220	9521	0.489
ENSG00000089225	54513	0.459
ENSG00000089234	43841	0.444
ENSG00000089248	9873	0.476
ENSG00000089280	14762	0.469
ENSG00000089289	32875	0.429
ENSG00000089327	15164	0.499
ENSG00000089335	8736	0.398
ENSG00000089351	31686	0.557
ENSG00000089472	104798	0.385
ENSG00000089486	28140	0.52
ENSG00000089505	12745	0.433
ENSG00000089597	21901	0.5
ENSG00000089639	14171	0.561
ENSG00000089682	56940	0.36
ENSG00000089685	11440	0.493
ENSG00000089693	19484	0.523
ENSG00000089723	22553	0.528
ENSG00000089737	30291	0.428
ENSG00000089775	56108	0.423
ENSG00000089818	15567	0.421
ENSG00000089820	18885	0.577
ENSG00000089847	41461	0.536
ENSG00000089876	60119	0.415
ENSG00000089902	137918	0.435
ENSG00000089916	50876	0.39
ENSG00000090006	36654	0.566
ENSG00000090013	18035	0.498
ENSG00000090020	56322	0.527
ENSG00000090054	84271	0.415
ENSG00000090060	64741	0.362
ENSG00000090061	30114	0.43
ENSG00000090097	10013	0.595
ENSG00000090238	3903	0.569
ENSG00000090263	8821	0.416
ENSG00000090266	9966	0.457
ENSG00000090273	25150	0.485
ENSG00000090316	50254	0.55
ENSG00000090339	15775	0.521
ENSG00000090372	27484	0.574
ENSG00000090376	65417	0.4
ENSG00000090432	8734	0.476
ENSG00000090447	15815	0.564
ENSG00000090470	16458	0.457
ENSG00000090487	26889	0.438
ENSG00000090520	15638	0.389
ENSG00000090530	165710	0.382
ENSG00000090534	6160	0.506
ENSG00000090539	9757	0.6
ENSG00000090565	96814	0.528
ENSG00000090581	11453	0.564
ENSG00000090612	76485	0.406
ENSG00000090615	59932	0.536
ENSG00000090621	16037	0.474
ENSG00000090661	53088	0.526
ENSG00000090674	11400	0.57
ENSG00000090686	104897	0.418
ENSG00000090776	17190	0.56
ENSG00000090857	47656	0.474
ENSG00000090861	37116	0.495
ENSG00000090863	159717	0.424
ENSG00000090889	130896	0.405
ENSG00000090905	96499	0.404
ENSG00000090920	86571	0.52
ENSG00000090924	15306	0.563
ENSG00000090971	2379	0.657
ENSG00000090975	167259	0.514
ENSG00000090989	51429	0.35
ENSG00000091009	85622	0.387
ENSG00000091039	208012	0.365
ENSG00000091073	44341	0.543
ENSG00000091127	65726	0.43
ENSG00000091129	308771	0.39
ENSG00000091136	79559	0.425
ENSG00000091140	30058	0.363
ENSG00000091157	378421	0.362
ENSG00000091164	48450	0.386
ENSG00000091262	73907	0.498
ENSG00000091317	21600	0.386
ENSG00000091409	79100	0.418
ENSG00000091428	317096	0.405
ENSG00000091436	192173	0.389
ENSG00000091483	22229	0.369
ENSG00000091490	115562	0.435
ENSG00000091513	78640	0.438
ENSG00000091527	16685	0.426
ENSG00000091536	71097	0.552
ENSG00000091542	26401	0.501
ENSG00000091592	83114	0.464
ENSG00000091622	105295	0.52
ENSG00000091640	8612	0.516
ENSG00000091651	8749	0.442
ENSG00000091656	186007	0.364
ENSG00000091732	33108	0.444
ENSG00000091831	446579	0.395
ENSG00000091844	120358	0.378
ENSG00000091947	3860	0.548
ENSG00000091972	29743	0.385
ENSG00000091986	36569	0.398
ENSG00000092010	2799	0.574
ENSG00000092020	37002	0.422
ENSG00000092036	10921	0.456
ENSG00000092068	58366	0.471
ENSG00000092094	8061	0.451
ENSG00000092096	6554	0.579
ENSG00000092098	19679	0.531
ENSG00000092108	113574	0.361
ENSG00000092140	60718	0.355
ENSG00000092148	107592	0.393
ENSG00000092199	60343	0.398
ENSG00000092201	32795	0.404
